complaint_id,product,text
8392203,Checking or savings account,xx xx xxxx i have xxxx bill pay accounts in my bofa bill pay account for chase credit cards i made a bill pay payment through xxxx to the incorrect one i paid card xxxx xxxx xxxx xxxx xx xx xxxx on or about it was a sunday i realized that i had made the payment to the wrong and made a call to xxxx we had a xxxx call with chase and both representatives agreed the money would bounce back with xxxx business days because the account i attempted to make the payment to was purged so there was nowhere
8392203,Checking or savings account,the payment to was purged so there was nowhere for the payment to go xx xx xxxx called back to follow up i was told a case was opened and that i should call in a couple weeks didn t get any reference information on that call xx xx xxxx chase xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx them to leave a message with info i should follow up in days xx xx xxxx xxxx xxxx in xxxx xxxx i don t have any notes from this call other than a phone number xxxx option xxxx xx xx xxxx spoke
8392203,Checking or savings account,a phone number xxxx option xxxx xx xx xxxx spoke with xxxx with xxxx and xxxx with chase in xxxx mo xxxx provided a fax number for xxxx to send the xxxx of xxxx to xxxx xxxx created the following case xxxx xx xx xxxx spoke with xxxx with chase in missouri xxxx xxxx with xxxx in georgia xxxx said the previous xxxx had been closed and created a new xxxx xxxx said that i should wait days xxxx from the date the proof of payment was received we confirmed on the phone that xx xx xxxx would be more
8392203,Checking or savings account,on the phone that xx xx xxxx would be more than enough time to wait to follow up xx xx xxxx spoke with xxxx at chase confirmed receipt of proof of payment xx xx xxxx couldnt locate the account xxxx spoke with xxxx who said it wasnt a chase acct then she spoke to xxxx who said it is a chase acct she created an urgent xxxx xxxx and an opus payment refund request xxxx xxxx xx xx xxxx she said the xxxx should take xxxx days and the urgent xxxx would take b days i kept getting different information
8392203,Checking or savings account,take b days i kept getting different information from different people so i called again this day xx xx xxxx xxxx xxxx in the xxxx who couldnt find the account who transferred me to xxxx xxxx xxxx xxxx in xxxx mo with years of experience couldnt find the credit card account i paid xx xx xxxx xxxx xxxx in the xxxx xxxx xxxx xxxx send account info and debit card some people were telling me the card was a debit card to something i wrote down as my payment requests escalation team they told me that
8392203,Checking or savings account,requests escalation team they told me that xxxx should do a dispute xx xx xxxx called to have xxxx do a dispute i spoke with xxxx who confirmed that you can only dispute check payments and that electronic payments cant be disputed she informed me of the xxxx case xxxx said they would contact me through billpay messages and that i could follow up friday the xxxx if they havent messaged me they ultimately told me they couldnt get chase to respond xx xx xxxx called xxxx and spoke with a xxxx in
8392203,Checking or savings account,xx xx xxxx called xxxx and spoke with a xxxx in the xxxx xxxx at chase in xxxx fl and xxxx with xxxx in xxxx xxxx fl nothing productive on this call xx xx xxxx xxxx xxxx with chase xxxx xxxx xxxx transfers me to xxxx who searched the retail system for my social and found a checking account in customer assist and gave me my customer xxxx xxxx that should have all xxxx xxxx she also gave me another phone number xxxx xx xx xxxx xxxx xxxx xxxx xxxx xxxx very helpful very aggressive individual i
8392203,Checking or savings account,xxxx very helpful very aggressive individual i really thought she was going to resolve this we called xxxx and then xxxx spoke with xxxx with the chase credit card xxxx and then xxxx xxxx while on the phone we faxed the proof of payment chase representative confirmed that xxxx is a chase routing number but said that the account number is not xxxx xxxx confirmed this isnt possible for the routing number to be chases but the account number to not be xxxx explained that there is an intermediary
8392203,Checking or savings account,be xxxx explained that there is an intermediary named check free that confirms whether the funds make it to the next party thats how the proof of payment is produced and that the proof of payment wouldnt say that chase received it if they didnt have the money couldnt get anywhere xxxx xxxx created another xxxx on this call xxxx to research again xxxx escalated to the xxxx xxxx xxxx xxxx for xxxx investigations gave me a xxxx xxxx xxxx xxxx xxxx told me to call back if nothing by xx xx xxxx xx
8392203,Checking or savings account,told me to call back if nothing by xx xx xxxx xx xx xxxx xxxx with xxxx in georgia called and got to the credit card dept re faxed proof of payment to billing xxxx xxxx xxxx also told me that if i could get a xxxx at chase to provide an affidavit stating that the funds could not be located then they could file on their insurance i didnt have time to spend on this for a while xx xx xxxx called again spoke with a xxxx in chase customer service and then a xxxx in missouri who suggested i go into a
8392203,Checking or savings account,then a xxxx in missouri who suggested i go into a branch or fax another letter xx xx xxxx go into a branch and speak with xxxx at xxxx suggests i connect xxxx xxxx in the xxxx xxxx branch because he is the most experienced bm that he knows and should be able to help me but he wont be back until xxxx got busy with holidays etc xx xx xxxx i reach xxxx xxxx who asks me for the proof of payment i email to him at xx xx xxxx xxxx xxxx xx xx xxxx xxxx calls me back and asks me to send him a letter
8392203,Checking or savings account,calls me back and asks me to send him a letter with the card the amount contact info and a brief explanation of whats happened i send to him xx xx xxxx xxxx xxxx he says hes sending to the xxxx xxxx for xxxx complaints xx xx xxxx xxxx xxxx xxxx minutes long i receive a call from xxxx xxxx chase in the xxxx who tells me that theyve already done the research and this has been explained to me it hasnt not once we have a long conversation in which she is beyond condescending wont answer questions
8392203,Checking or savings account,she is beyond condescending wont answer questions she referenced that xxxx opened this case at the outset of the call so she says they dont have the money i ask why the proof of payment says that they do she wont answer i ask if she has the proof of payment she condescendingly says of course that is a central part of what we do do you think that we just wouldnt review the documentation i say please help me understand why the proof of payment says its in chase possession the pofp shows the
8392203,Checking or savings account,says its in chase possession the pofp shows the routing number and account number of chase and that its been previously confirmed by a chase rep the routing number is chases hows that possible she wont answer the question again then tells me shes already explained it to me and i tell her she hasnt given me an answer to why the proof of payment says that chase has the money and exactly where it went with all the appropriate information to locate the transaction she continues to not answer
8392203,Checking or savings account,the transaction she continues to not answer questions and we go around and around in circles she tells me the call is recorded and i ask her to send me a copy of the call she wont i say to give me a good explanation of how the pofp could show where the money was sent but that they couldnt have it she tried again to answer a different question i call her out on that over and over again i ask her to be a human and help me find the money she cant help me i ask to be transferred to someone that she
8392203,Checking or savings account,me i ask to be transferred to someone that she cant do that again i ask her to be human and get me to someone who can explain this to me she says shes already explained it to me she hasnt she wont even answer my questions i ask her to tell me the date on the pofp that xxxx sent she says she doesnt have it i ask why if its a central part of what you do then dont you have it she says that xxxx didnt send it i ask what he did send and she wouldnt answer i tell her that she said xxxx opened the
8392203,Checking or savings account,answer i tell her that she said xxxx opened the inquiry with the proof of payment so she should have it she responded that they dont do the review and i respond that thats not what you said earlier you said it was a central part of what you do so you should be able to at least access the docs i tell i dont believe anyone has reviewed anything and that someone needs to tell me how its possible that your representative ask for proof of payment but then wont accept what it says on the paper we go
8392203,Checking or savings account,then wont accept what it says on the paper we go around and around get nowhere i tell her that xxxx can claim on insurance if someone at chase will say they cant find the money she wont do that says she doesnt make the rules i ask her to get me to the person that does make the rules she cant do that she puts me on hold and then comes back to tell me that chase told xxxx that they dont have the money on xxxx this is the first anyone has told me this gives me xxxx xxxx xxxx then tells me that i
8392203,Checking or savings account,this gives me xxxx xxxx xxxx then tells me that i have to go back through bofa again i force her to give me information to xxxx and she eventually provides a phone number and tells me that xxxx can look up the case xxxx that xxxx created xxxx called xxxx they cant help me called a few times to make sure there isnt a department somewhere that could help me
7046424,Checking or savings account,on tuesday xxxx xxxx xxxx i tried logging into my chase bank account and saw that my account was locked due to suspicious activity i immediately called and talked with chase and was asked to give a number to verify a check i had deposited into my account i gave the number and was told to call back i called back the next day wednesday xxxx and was told again to call back another time with no explanation i then kept calling everyday only to be told to call back every time receiving no help or
7046424,Checking or savings account,told to call back every time receiving no help or information i kept calling leading up to tuesday xx xx xxxx when i called and was told that my account was closed because the check could not be verified with the number i provided at no point before my account being closed was i informed that the number wasnt verified even though i had called every day i was also told that i would not be able to open an account with chase ever again my check was completely valid and had i been told any of the
7046424,Checking or savings account,completely valid and had i been told any of the previous times i called i would have provided a different number and the issue could have been resolved i feel like i got xxxx help or care from chase and was unfairly banned from their banking network jp morgan
5238159,Checking or savings account,i opened an account in xxxx and found about fraudulent account with about opened in my name in xxxx before i was a customer with wells fargo once reported i got my online access and changed my passwords and username the account has yet to be closed despite xxxx separate conversations discussing the fraudulent account and desire for it be closed
4748910,Checking or savings account,my employer sometimes pays my expenses on xxxx i then transfer the funds to my checking account on xx xx i was paid on xxxx and transferred that amount to my dime checking account where it posted on xx xx xxxx as completed three days later on xx xx xxxx the money disappeared it showed as a withdrawal called xxxx reversal and all was and remains gone my bank at first blamed it on xxxx so i called them and they have no record of any such transaction and said it would be illegal for them to take
4748910,Checking or savings account,and said it would be illegal for them to take the money back without either my or the bank s consent neither of which were given then the bank said xxxx asked for it back which xxxx denies and if they did it would have returned to my pp account which it hasn t now my bank seems to blame it on me as though i created this transaction which i m pretty sure if they would actually investigate they d see it s likely fraud and therefore the bank s fault i have offered to allow the bank access to my
4748910,Checking or savings account,i have offered to allow the bank access to my xxxx account but they are not interested in resolving this or even talking to me at all i filled out an unauthorized ach form a couple weeks ago but still nobody at the bank seems to be investigating and they do not wish to speak to me or explain anything it is incredibly frustrating because i need this money for my rent coming up soon i asked my branch manager to look into it but haven t heard back and i m assuming he too will have no useful
4748910,Checking or savings account,back and i m assuming he too will have no useful information i really don t know what to do the bank was supposed to protect my money but now it s gone and they want nothing to do with me i ve opened a new account at another bank because i no longer trust dime but have kept the empty checking account open waiting for them to give me my money back please help thank you
4111395,Checking or savings account,hello cfpb officer on citibank regarding the new checking and saving account promotion i have opened the new checking and saving accounts with citibank on xx xx xxxx based on their bonus offer link that i found online i have followed the requirements of funding in the accounts and maintained the requirements for days i also have reached out for several citibank representatives either by phone or via the live chat all of them have informed me that i have met the bonus requirements and not sure
4111395,Checking or savings account,i have met the bonus requirements and not sure why i haven t received the bonus one of the rep went ahead and summited a case for me on xx xx xxxx on xx xx xxxx citibank sent me a letter saying that i am not eligible for the bonus as i didn t have qualify deposits to my best knowledge there wasn t this requirement when i opened the accounts with them back in xx xx xxxx none of the reps that i have talked to informed me about that they all have informed me that i have met all the requirements
4111395,Checking or savings account,informed me that i have met all the requirements after i received the rejection letter i have been calling citibank no one was able to resolve the case or give me a proper explanations each of the reps i have talked to give me different explanations and i have been being transferred please help me escalate the case and let me know if there is anything i can provide on my end to support this claim thank you for your time
9367491,Checking or savings account,i have encountered with bank of america in xx xx i received a cashier s check via usps from an individual purchasing furniture from me the furniture was listed on various social platforms after receiving the cashier s check i deposited it into my bank of america account to my shock bank of america closed my account without any prior notification claiming that i knowingly attempted to cash a counterfeit check when i contacted the bank for clarification i was treated disrespectfully and accused of
9367491,Checking or savings account,i was treated disrespectfully and accused of being a fraudster by the fraud department they threatened to report me to all relevant authorities as a counterfeiter effectively barring me from opening any future accounts i have filed a police report and a complaint with the ftc regarding the scam however the repercussions of this incident have severely impacted my life i am now unable to cash checks made out to me which is affecting my livelihood businesses refuse to work with me i am unable to
9367491,Checking or savings account,businesses refuse to work with me i am unable to pay my rent and i was even unable to cash a state treasury check sent to me by the irs additionally i am unable to do something as simple as renting a car this situation is untenable and unjust i am seeking immediate assistance to resolve this matter and restore my financial standing i urge you to investigate this issue and rectify the false allegations against me i will provided copies of documents as needed
3586362,Checking or savings account,on xx xx xxxx my checking account with bank of america account xxxx was closed due to a check that was deposited in the amount of which they felt at the time would not clear however after further investigation they could not find anything in regards to the check being fraudulent therefore the amount of was released on xx xx xxxx to a special account with bank of america which there after a letter shouldve been send out to me in regards to unclaimed property giving me the opportunity to claim
3586362,Checking or savings account,property giving me the opportunity to claim these funds however when contacting the company im givin nothing but the runaround and no information as to how to access the money or when i will receive it so i am in hopes that contacting you i will get elsewhere
6163220,Checking or savings account,i am a family member of a veteran who has passed away during world war my grandfather i am applying for navy federal credit union because this seems to be the only bank i can put my savings into without any more worries unfortunately they permanently closed my account they made sure i could not ever open one up at first they approved me asked for payment and i submitted my proof of identity i also gave them my card information they even mailed me my access number and suddenly permanently closed
6163220,Checking or savings account,my access number and suddenly permanently closed my account i called and the workers are discriminating me i also went to the branch and still no help i honestly wanted to bank with them to have protection over my income
3014273,Checking or savings account,once again citizens bank uses creative accounting by changing the order of transactions from being overdrawn by one transaction to and charging for each one when i made a deposit to cover the one overdraft another check came in which bounced now there are overdraft charges the last check they bounced was for my certification to xxxx in new hampshire allowing me to go back to work which now i will not be able to the next group of charges will be for each and every day i am overdrawn taking up all
3014273,Checking or savings account,each and every day i am overdrawn taking up all possibility of making ends meet or replacing the check made out to the new hampshire treasury
9091449,Checking or savings account,after having an issue with my xxxx account locked out of account due to phone number verification issues i opened and transferred to a new marcus by goldman sachs online savings account on xx xx xxxxxxxx after an initial xxxx day hold on these funds my online account listed the full as available funds after a xx xx xxxxxxxx interest payment the current balance of my marcus account on xx xx xxxxxxxx was these funds are also marked as available on my account i needed to transfer a small amount to
9091449,Checking or savings account,my account i needed to transfer a small amount to my local credit union on xx xx xxxxxxxx so i initiated an xxxx transfer of to my personal checking account at my credit union the following day i logged into my marcus account and saw that the transfer had been reversed with no explanation i tried to transfer the same amount to another personal checking account and was given a message stating that marcus was experiencing technical issues and to try again in a few hours after chatting with a
9091449,Checking or savings account,to try again in a few hours after chatting with a marcus agent i learned that there were no technical issues i was locked out of my account and needed to call for more information i called and was told by a representative that my account was locked due to incomplete phone verification via a third party company i have had the same phone number since xxxx and it is the only phone number i have ever listed on any financial information after being told that phone verification could take xxxx
9091449,Checking or savings account,told that phone verification could take xxxx business days i waited to contact marcus again xxxx xx xx xxxx i called marcus on xx xx xxxx and after a series of unusual questions about any recent marriages alternate names etc i was told that my phone number was confirmed but that i was still unable to make transfers to my credit union only transfers to my funding account the closed xxxx account the marcus representative xxxx stated that this was due to fast money transfer and that she could not
9091449,Checking or savings account,due to fast money transfer and that she could not tell me how long my account would be restricted or any additional information i thought this was ridiculous as attempting xxxx transfer of approx xxxx of the total balance in xxxx weeks does not seem unusual or fast at this point xx xx xxxx i requested to close my account with marcus if i would be unable to make xxxx transfers out of the account to my credit union i spoke with a representative xxxx whom i authorized to close my account and who
9091449,Checking or savings account,whom i authorized to close my account and who stated i would be mailed a check for the full balance in xxxx business days and that i could call back for a tracking number on the certified mail on xx xx xxxx a marcus representative xxxx called for another phone number verification and to confirm my account closure on xx xx xxxx a xxxx representative xxxx xxxx called from an alternate phone number and area code and left a message for a return call i immediately called marcus back and spoke with
9091449,Checking or savings account,i immediately called marcus back and spoke with xxxx who stated that i needed to confirm that my xxxx account was closed i participated in a way call with xxxx myself and a xxxx representative xxxx who confirmed my xxxx account was already closed and that all of the information i had already provided to xxxx was accurate at this point xxxx xxxx est xx xx xxxx i asked if it would be possible to just receive my funds via wire transfer to my credit union as no check had still been issued business
9091449,Checking or savings account,union as no check had still been issued business days from closure request i spoke with marcus savings specialist xxxx sp who confirmed the wire information for my credit union checking account and whom i authorized to complete a wire transfer in the amount of plus accrued interest she stated this transfer would be completed within business day as of xxxx xxxxxxxx xxxx xxxxxx xx xxxx i saw that my transfer still had not been sent i called and spoke with xxxx and xxxx xxxx said my transfer was
9091449,Checking or savings account,with xxxx and xxxx xxxx said my transfer was still in review and it could take business days even though i was told one business day when i authorized the wire transfer i asked for email or mail confirmation of my closure request and pending wire transfer confirmation and was told we don t do that as of xxxx xxxx xxxx xxxxxx xx xxxx i still have not seen a wire transfer out of my marcus account i requested account closure xx xx xxxx i have complied with all requests for additional information
9091449,Checking or savings account,with all requests for additional information and all of my information has been verified i have not been able to access any funds in my marcus account since i initially attempted my transfer of on xx xx xxxx days total
6531105,Checking or savings account,i was informed by a navy federal credit union representative that i could go to a xxxxxxxx xxxx located in xxxxxxxx xxxx and withdraw a xxxx dollars each transaction at a time but the atm only let me only draw only up to dollars at a time i only did xxxx transactions then the atm advised me to contact my financial institution so i contacted navy federal again they transferred me supposedly to someone who could help me but she was sarcastic she told ne that on my debit card that i could withdraw
6531105,Checking or savings account,ne that on my debit card that i could withdraw a xxxx dollars on the debit card but it is up to the atm if it let s me do it i told her that s not what the representative told me she told me that at xxxx xxxx atm would let me withdraw a xxxx dollars each transaction so that was misleading information xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx not only that i am getting charged atm fees for each transaction something needs to be done about navy federal and their
6531105,Checking or savings account,needs to be done about navy federal and their misleading practices now i want all this to end now whatever fees i enquired or encurre from now on i want back and maybe the ftc needs to step in or another federal entity because they are not just messing with veterans and their spouse and dependents but xxxx xxxx military personnel and their families who are risking their lives all around the world hours a day days a week some don t see their wives or children for months or even years at a time
6531105,Checking or savings account,or children for months or even years at a time but the employees some of them at navy federal have the nerve to laugh i know about xxxx xxxx i was an xxxx xxxx united states xxxx at the age of xxxx xxxx xxxx i went to xxxx xxxx for a year at the age of xxxx i went to xxxx xxxx at the age of xxxx left on xxxx xxxx and landed in xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx to fight and some of them want to laugh clean house at navy federal is what i say it s not the same like when i was in
7388667,Checking or savings account,my checking account was hacked into xxxx there was hits for each bank doesnt seem very willing to help
6352992,Checking or savings account,last years overdraft fees of times a day on the last day of the month for months and that s and would like that returned since wells fargo lost their lawsuit and was ordered to pay xxxx xxxx to rhe consumers
7919652,Checking or savings account,i have tried numerous times to open a cd account with bmo xxxx during the month of xx xx xxxx and have been unsuccessful i have been denied opening an account five times yet keep receiving the same automated email response thank you for your interest in bmo xxxx unfortunately your account application has been declined if you believe you have entered information incorrectly we invite you to re apply thank you for choosing bmo xxxx upon calling bmo xxxx to get more information they have refused to
7919652,Checking or savings account,xxxx to get more information they have refused to give me a reason as to why my application was declined no one would let me speak with a supervisor or provide me with any further information as to why my application was denied the told me the only thing i could do is reapply which i have yet am still getting declined
3561168,Checking or savings account,my account was incorrectly levied by the california employment development department edd bank of the west withheld the notice of levy for an entire week until after the account had already been incorrectly levied had they given me the notice on time i could have notified the edd to find out what was wrong and fix it before funds were withheld due to the extreme delay of bank of the west all of my bank accounts were in fact levied causing them to be overdrawn and then incur almost xxxx of
3561168,Checking or savings account,to be overdrawn and then incur almost xxxx of overdraft and retuen item fees even after the edd notified them that they levied in error they continiued to charge these fees this was not an oversight on my part or simply being careless with my account this was an error that was done by the edd and had bank of the west not held the levy notice for so long it would have been corrected before any overdrafts even occured now they have closed my accounts due to these fees and have sent fee amounts to
3561168,Checking or savings account,due to these fees and have sent fee amounts to collections
11641615,Checking or savings account,i am filing a complaint with the cfpb regarding capital ones failure to deposit my direct deposit from my employer and other income deposits capital one has cited technical issues which may violate the efta electronic funds transfer act as it requires timely access to funds this situation rises concern about my consumer protection laws and i request your assistance in investigating this matter ensure my rights are upheld this has affected my personal life i have been unable to provide for my
11641615,Checking or savings account,life i have been unable to provide for my children and my family and have no other source of income to lean on please help with this matter thank you
8869087,Checking or savings account,hello so my name is xxxx xxxx i was born mute and deaf so i invested in this company called groundfloor finance with usd but after my account number was changed which the money came from due to other things someone was trying to take money from it so i request for my account number to change which is a xxxx xxxx xxxxxxxx but now i want to withdraw my money they are saying it have to be the same account with the same account number in order to withdraw my money which that cant happen because my
8869087,Checking or savings account,my money which that cant happen because my account number is different they asked for documents which i provided that is my passport and selfie of my holding my passport and bank statements for both new and old a account so they said okay everything is fine and i can add any bank account now so i add my community federal savings bank so after i try to withdraw money to it they said i cant withdraw money but i said i explain everything that my account is changed and u guys asked for documents
8869087,Checking or savings account,account is changed and u guys asked for documents and said i can add any bank of my choice which i did now i cant get back my money they closed my account and i cant communicate with them and they still have my xxxx now and i cant have access to my money they steal my money and they still have my money i need my money and u need help the name of the company is call groundfloor finance phone number xxxx address xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx ga xxxx xxxx
3090271,Checking or savings account,the fifth third bank did fraudulent claims chargers on my account they won t release my money i called to see why i had an atm charge on my account they said no one did it that charge we did that i called them xx xx xxxx and they said no one took they money we did it
11542705,Checking or savings account,against navy federal credit union regarding multiple overdraft fees i have incurred despite having sufficient funds when transactions were authorized i was charged fees due to lagged posting of charges and credits this issue aligns with the recent cfpb findings against navy federal for similar practices where transactions settled with insufficient balances despite initially available funds i believe these practices are unfair and request and investigation into my account transactions
12482064,Checking or savings account,i deposited a check into my chase checking account in person with my father present whom is the trustee of the account the check was written the teller informed us we would have access to the funds the next day after initiating a hold release form the bank the check was written from xxxx xxxx xxxx xxxx has verified funds are there and the checks of good value chase has denied me access to any of the money for days with no reason why
7420545,Checking or savings account,on monday xx xx i received an unrecognized alert from my online banking stating hi it s keybank we noticed that you updated your phone number on xx xx at xxxxxxxx xxxx et reply stop to opt out and immediately i logged into my online banking to discover that someone had accessed my checking account and added an additional phone number to my account i secured the unauthorized added phone number xxxx xxxx which is confirmed to be a xxxx xxxx phone number and then spoke to the keybank fraud
7420545,Checking or savings account,phone number and then spoke to the keybank fraud department and alerted them to the unauthorized access to my account and i was told that they would create a report and assign the case to an investigator and i asked that keybank cooperate with providing any information that they had ie location of the login ip address how the account was accessed and anything else that would help me proceed to identify the individual so that i could proceed with the legal process in georgia where i live and i
7420545,Checking or savings account,the legal process in georgia where i live and i was abruptly informed that is all confidential information you will have to subpoena the records before keybank will give you that information of course such an idea to have to subpoena my own bank login records seems like keybank is protecting the identity of the criminal that attempted to hijack or defraud my account rather than protecting me their customer as i was also told they can not release the information because the ip address and other
7420545,Checking or savings account,the information because the ip address and other identifying information belongs to someone else very clearly making me realize keybank has no intention of investigating reporting or prosecuting the individual but as well clearly told me that they would not assist me in anyway proceed to protect my account or my identity when i attempted again yesterday to gain the cooperation of keybank in verifying the information i had to gather on my own i was still told its confidential and when i asked if
7420545,Checking or savings account,still told its confidential and when i asked if the bank intended to investigate and prosecute the unauthorized access to my account and deal with my stolen identity i was told no i would have to do that myself when i recited the ip address to the woman on the phone who said she was a manager she seemed quite surprised that i had gathered pertinent information and rather than confirming that it was indeed the same information they had i was asked who at the bank gave me the information because
7420545,Checking or savings account,who at the bank gave me the information because if they did it was not allowed basically telling me that indeed the information i gathered is accurate or she d of had no reason to ask me who at the bank gave me the information but they refused to send me information to aid in pursuing legal civil remedies this account ip belongs to xxxx xxxx and is a business account in new york xxxx to be more specific ip xxxx hostname xxxx ip address xxxx hostname xxxx provider xxxx xxxx xxxx xxxxxxxx lat
7420545,Checking or savings account,xxxx provider xxxx xxxx xxxx xxxxxxxx lat xxxx long xxxx xxxxxxxxxxxx xxxx xxxxxxxx city xxxx xxxx region new york ny postal code xxxx country united states us continent north america na metro code xxxx coordinates xxxxxxxx lat xxxx long as of time and date xxxx xxxx xxxx xxxx network i can not believe that keybank would put me as a victim of identity theft and unauthorized account access in a position that i must spend gaining a court subpoena or court order and potentially wasting valuable
7420545,Checking or savings account,or court order and potentially wasting valuable time where this sort of vital information would make a difference in such crimes happening to me again or someone else that may not have the knowledge of how to track down this information yet still know that i need the information to protect myself and outright refuse to cooperate i believe that should i have to spend money and wasted time in gathering keybank s cooperation they should be responsible for any costs involved and any further damages
7420545,Checking or savings account,for any costs involved and any further damages that occur as a result of their willingness to protect a criminal and allow me and my daughter to suffer the consequences of something we are not at fault for the ftc states that i have the following rights if someone steals your identity you have the right to get copies of documents related to the identity theft create an ftc identity theft report place a one year fraud alert on your credit report place a seven year extended fraud alert on your
7420545,Checking or savings account,place a seven year extended fraud alert on your credit report get free copies of your credit report get fraudulent information removed or blocked from your credit report dispute fraudulent or inaccurate information on your credit report stop creditors and debt collectors from reporting fraudulent accounts stop a debt collector from contacting you and as far as i am concerned keybank is deliberately interfering with my ability to protect myself and my financial wellbeing and avoid any further
7420545,Checking or savings account,and my financial wellbeing and avoid any further unauthorized access and identity theft
8895287,Checking or savings account,citibank has been giving me the run around interms of my account i was told that my account was being closed back in xxxx and that they were sending my funds that were in my account via check and the xxxx could not give me a reason as to why it was closed and than they are telling me my account was reinstated just a whole bunch of lies they have hung up in my face it has been longer than days and they are still telling me the account is in process of closing they are the worst bank to work with
8895287,Checking or savings account,of closing they are the worst bank to work with and should be personally shut down because they do not try to help there customers
4255079,Checking or savings account,bank of america sent me an offer to receive a savings account bonus of the terms stated that i was required to open an xxxx xxxx account before xx xx xxxx and deposit within days and maintain that balance for days bank of america sent this offer to my email address and because i have a credit card with them they also sent the offer to the special offers deals section of my online account i have attached a screenshot of the special offers deals section that i am referring to i clicked through
4255079,Checking or savings account,section that i am referring to i clicked through their specific link and opened an xxxx xxxx account on xx xx xxxx i deposited on xx xx xxxx i maintained the balance for more than days i completed the requirements and have not received the bonus i have attached a screenshot of my account activity showing that i have maintained for more than days i called bank of america regarding this issue on xx xx xxxx the case number is xxxx bank of america said that they would contact me again to resolve
4255079,Checking or savings account,said that they would contact me again to resolve this issue they have not contacted me
2737648,Checking or savings account,i received letter xx xx that was adjustment for xxxx that amount has been credited to my account as reverse entry this will appear on my account effective xx xx case xxxx after i called us bank xxxx customer service to get explanations for my account balance they told me i have to call my home us bank which is located at xxxx xxxx xxxx xxxx xxxx ut xxxx xxxx xxxx xxxx for almost weeks i try daily to know any informations from them but i got zero result every time i call or go there the cashier
2737648,Checking or savings account,result every time i call or go there the cashier told me that the manager is not available and he is the only one can explain and answer my questions thanks xxxx xxxx
11167346,Checking or savings account,to whom it may concern i am writing to seek help for unreasonable actions of u s bank on my accounts i had a previous complaint of they closed my credit card accounts without notice and justified reasons and now i am even more astonished to see how they are running with miscommunication and inefficiency at all between checking and credit card departments as mentioned in complaint xxxx they closed my credit card accounts due to a few payment reversal in xxxx and they think there are risks on my
11167346,Checking or savings account,in xxxx and they think there are risks on my account so now i have done what i promised in the last complaint that i linked my us bank checking account to my salary so that i can make payment directly from us bank checking account i assume payments within the same bank should be no problem from my us bank checking account xxxx i initiated a payment of the remaining balance to my credit card xxxx on xx xx xxxx and i saw the payment was made on xx xx xxxx reflecting in my credit card account but
11167346,Checking or savings account,xx xxxx reflecting in my credit card account but on xx xx xxxx the payment was reversal again and they charged me returned payment fee i was astonished to see that as this is a payment within the same bank i called us bank credit card department they told me they saw the reason for the payment reversal is stopped payment but they could not see why they transferred me to checking account department and they told me they could not see any payment information in their system what a
11167346,Checking or savings account,any payment information in their system what a miscommunication in the same bank they communicated for a while and still could not figure out why the payment was unsuccessful with sufficient funds in it and just can not solve it with hour call and then the call got silent and cut noboday called me to follow up anymore now i realize the reason us bank used to close my bank reversal payment and risk is entirely not because of me although i have done what i can do to make payments on time with
11167346,Checking or savings account,done what i can do to make payments on time with long standing checking account with biggest banks in the nation or switching to us bank checking account the same bank it will not work the issue should be within the us bank as a honest person i use my credit cards and make online payments on time with all my efforts i can not do anything else to help with why payment to their bank always reversal it is out of my control with this nightmare experience i realized i could do anything more to help
11167346,Checking or savings account,i realized i could do anything more to help the reason is the us bank miscommunication between departments and misbehavior payments to all my other credit cards with other banks there were never a problem only these with us bank so i think those payment reversal are entirely the us banks responsibility and this reason leads to they close of all my credit card accounts with them so they have to recover all my credit card accounts and all the cashbacks and rewards i have earned in my accounts as
11167346,Checking or savings account,and rewards i have earned in my accounts as requested in complaint xxxx below i attached last complaint for reference
4197843,Checking or savings account,i am a xxxx in the united states xxxx and penfed credit union has restricted my accounts with over xxxx xxxx dollars in cleared ballances acctoss my accounts the credit union has locked my online access without any reason or explanation i call and get the run around then just yesterday i accidentally entered my pen fed card into xxxx and it gets approved i tried to use again and it went back to being restricted penfed needs to unrestrict my accounts immediately or just let me close my accounts
4197843,Checking or savings account,immediately or just let me close my accounts and retain my ballance
7817010,Checking or savings account,xx xx pnc said there was a delay and would have my deposit by xxxx xxxx yesterday and still no money
8126637,Checking or savings account,i requested answers to a questions in my complaint but now after months wells fargo still unable to answer the questions a branch manager i am refiling my complaint against a branch manager because till now i did not receive answers to my questions in the complaint this complaint is xxxx about the same issue against the same branch manager and again wells fargo failed to respond properly honestly and clearly to my complaint against the branch manager wells fargo s ecmos lack of responsibility
